"Indicator","PUBLISH STATES","Year","WHO region","Country","Residence Area Type","Display Value","Numeric","Low","High","Comments"
"Population using safely managed sanitation services (%)","Published","2012","Africa","United Republic of Tanzania","Rural","17","17.19424","","",""
"Population using safely managed sanitation services (%)","Published","2012","Africa","United Republic of Tanzania","Total","20","19.84091","","",""
"Population using safely managed sanitation services (%)","Published","2012","Africa","United Republic of Tanzania","Urban","26","26.16812","","",""
"Population using safely managed sanitation services (%)","Published","2013","Africa","United Republic of Tanzania","Rural","18","18.24536","","",""
"Population using safely managed sanitation services (%)","Published","2013","Africa","United Republic of Tanzania","Total","21","20.95909","","",""
"Population using safely managed sanitation services (%)","Published","2013","Africa","United Republic of Tanzania","Urban","27","27.23240","","",""
"Population using safely managed sanitation services (%)","Published","2014","Africa","United Republic of Tanzania","Rural","19","19.29005","","",""
"Population using safely managed sanitation services (%)","Published","2014","Africa","United Republic of Tanzania","Total","22","22.07198","","",""
"Population using safely managed sanitation services (%)","Published","2014","Africa","United Republic of Tanzania","Urban","28","28.29189","","",""
"Population using safely managed sanitation services (%)","Published","2015","Africa","United Republic of Tanzania","Rural","20","20.32831","","",""
"Population using safely managed sanitation services (%)","Published","2015","Africa","United Republic of Tanzania","Total","23","23.17963","","",""
"Population using safely managed sanitation services (%)","Published","2015","Africa","United Republic of Tanzania","Urban","29","29.34661","","",""
"Population using safely managed sanitation services (%)","Published","2016","Africa","United Republic of Tanzania","Rural","21","21.36015","","",""
"Population using safely managed sanitation services (%)","Published","2016","Africa","United Republic of Tanzania","Total","24","24.28188","","",""
"Population using safely managed sanitation services (%)","Published","2016","Africa","United Republic of Tanzania","Urban","30","30.39653","","",""
"Population using safely managed sanitation services (%)","Published","2017","Africa","United Republic of Tanzania","Rural","22","22.38556","","",""
"Population using safely managed sanitation services (%)","Published","2017","Africa","United Republic of Tanzania","Total","25","25.37888","","",""
"Population using safely managed sanitation services (%)","Published","2017","Africa","United Republic of Tanzania","Urban","31","31.44168","","",""
"Population using safely managed sanitation services (%)","Published","2000","Americas","United States of America","Total","88","88.19277","","",""
"Population using safely managed sanitation services (%)","Published","2000","Americas","United States of America","Urban","95","94.51643","","",""
"Population using safely managed sanitation services (%)","Published","2001","Americas","United States of America","Total","88","88.30727","","",""
"Population using safely managed sanitation services (%)","Published","2001","Americas","United States of America","Urban","95","94.58446","","",""
"Population using safely managed sanitation services (%)","Published","2002","Americas","United States of America","Total","88","88.42129","","",""
"Population using safely managed sanitation services (%)","Published","2002","Americas","United States of America","Urban","95","94.65247","","",""
"Population using safely managed sanitation services (%)","Published","2003","Americas","United States of America","Total","89","88.53513","","",""
"Population using safely managed sanitation services (%)","Published","2003","Americas","United States of America","Urban","95","94.72050","","",""
"Population using safely managed sanitation services (%)","Published","2004","Americas","United States of America","Total","89","88.64908","","",""
"Population using safely managed sanitation services (%)","Published","2004","Americas","United States of America","Urban","95","94.78852","","",""
"Population using safely managed sanitation services (%)","Published","2005","Americas","United States of America","Total","89","88.76223","","",""
"Population using safely managed sanitation services (%)","Published","2005","Americas","United States of America","Urban","95","94.85654","","",""
"Population using safely managed sanitation services (%)","Published","2006","Americas","United States of America","Total","89","88.87550","","",""
"Population using safely managed sanitation services (%)","Published","2006","Americas","United States of America","Urban","95","94.92456","","",""
"Population using safely managed sanitation services (%)","Published","2007","Americas","United States of America","Total","89","88.98858","","",""
"Population using safely managed sanitation services (%)","Published","2007","Americas","United States of America","Urban","95","94.99258","","",""
"Population using safely managed sanitation services (%)","Published","2008","Americas","United States of America","Total","89","89.10147","","",""
"Population using safely managed sanitation services (%)","Published","2008","Americas","United States of America","Urban","95","95.06061","","",""
"Population using safely managed sanitation services (%)","Published","2009","Americas","United States of America","Total","89","89.21416","","",""
"Population using safely managed sanitation services (%)","Published","2009","Americas","United States of America","Urban","95","95.12863","","",""
"Population using safely managed sanitation services (%)","Published","2010","Americas","United States of America","Total","89","89.32636","","",""
"Population using safely managed sanitation services (%)","Published","2010","Americas","United States of America","Urban","95","95.19665","","",""
"Population using safely managed sanitation services (%)","Published","2011","Americas","United States of America","Total","89","89.44051","","",""
"Population using safely managed sanitation services (%)","Published","2011","Americas","United States of America","Urban","95","95.26467","","",""
"Population using safely managed sanitation services (%)","Published","2012","Americas","United States of America","Total","90","89.55568","","",""
"Population using safely managed sanitation services (%)","Published","2012","Americas","United States of America","Urban","95","95.33270","","",""
"Population using safely managed sanitation services (%)","Published","2013","Americas","United States of America","Total","90","89.67251","","",""
"Population using safely managed sanitation services (%)","Published","2013","Americas","United States of America","Urban","95","95.40072","","",""
"Population using safely managed sanitation services (%)","Published","2014","Americas","United States of America","Total","90","89.79068","","",""
"Population using safely managed sanitation services (%)","Published","2014","Americas","United States of America","Urban","95","95.46874","","",""
